FY19,DEPARTMENT_NAME,DIVISION_NAME,ORG_NAME,ORG_DESC,FUND,FUND_NAME,ACCT_TYPE,ACCT_CAT,ACCT_CODE,ACCT_DESCR,AMOUNT,FID
FY19,Public Services,Parks and Recreation,Pools-Open Swim,4010 - Pools-Open Swim,2080,Parks & Recreation,REVENUE,Charges for Services,6513,Recreation Registration Fees,66250,3662
FY19,Public Services,Parks and Recreation,Pools-Open Swim,4010 - Pools-Open Swim,2080,Parks & Recreation,REVENUE,Investment Income & Rentals,6671,Rentals-Facilities,900,3663
FY19,Public Services,Parks and Recreation,Pools-Swim Lessons,4020 - Pools-Swim Lessons,2080,Parks & Recreation,REVENUE,Charges for Services,6513,Recreation Registration Fees,19016,3664
FY19,Facilities & Fleet Management,Facilities Management,Police Hdqtrs-1 Monroe Project,3120 - Police Hdqtrs-1 Monroe Project,6311,Facilities Management-Capital,REVENUE,Charges for Services,6371,Building Maint Charges to Departments,345270,3665
FY19,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,REVENUE,Charges for Services,6290,Street Services,900,3666
FY19,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,REVENUE,Other Revenues,6771,Claims-Damage-Accident Billings,15000,3667
FY19,Public Services,Stormwater,Stormwater-Soil Erosion & Sedi,4120 - Stormwater-Soil Erosion & Sedi,1010,General Fund Operating,REVENUE,Licenses & Permits,4934,LUDS Permits-Land & Use Develop,308771,3668
FY19,Public Services,Stormwater,Stormwater-Soil Erosion & Sedi,4120 - Stormwater-Soil Erosion & Sedi,1010,General Fund Operating,REVENUE,Charges for Services,6166,LUDS Fee-Land Use & Develop,37056,3669
FY19,Public Services,Stormwater,Stormwater-Soil Erosion & Sedi,4120 - Stormwater-Soil Erosion & Sedi,1010,General Fund Operating,REVENUE,Charges for Services,6167,LUDS Enforcement Fees,28016,3670
FY19,Public Services,Traffic Safety,Barricades,4250 - Barricades,2020,Major Streets,REVENUE,Charges for Services,6290,Street Services,195000,3671
FY19,Public Services,Parks and Recreation,Recreation Support,5000 - Recreation Support,2080,Parks & Recreation,REVENUE,Charges for Services,6512,Special Event Fees,25000,3672
FY19,Public Services,Parks and Recreation,Recreation Support,5000 - Recreation Support,2080,Parks & Recreation,REVENUE,Other Revenues,6743,Restricted Contributions,25000,3673
FY19,Public Services,Parks and Recreation,Recreation-Facility Rentals,5010 - Recreation-Facility Rentals,2080,Parks & Recreation,REVENUE,Investment Income & Rentals,6671,Rentals-Facilities,69435,3674
FY19,Public Services,Parks and Recreation,Recreation-Adult Fitness,5020 - Recreation-Adult Fitness,2080,Parks & Recreation,REVENUE,Charges for Services,6513,Recreation Registration Fees,84200,3675
FY19,Public Services,Parks and Recreation,Adult Sports,5050 - Adult Sports,2080,Parks & Recreation,REVENUE,Charges for Services,6513,Recreation Registration Fees,57550,3676
FY19,Public Services,Parks and Recreation,Older Adult Programs,5060 - Older Adult Programs,2080,Parks & Recreation,REVENUE,Charges for Services,6513,Recreation Registration Fees,2520,3677
FY19,Public Services,Parks and Recreation,Youth Sports-Instructional,5070 - Youth Sports-Instructional,2080,Parks & Recreation,REVENUE,Charges for Services,6513,Recreation Registration Fees,80500,3678
FY19,Public Services,Parks and Recreation,Rosa Parks Ice Rink,5080 - Rosa Parks Ice Rink,2080,Parks & Recreation,REVENUE,Charges for Services,6451,Concessions,750,3679
FY19,Public Services,Parks and Recreation,Rosa Parks Ice Rink,5080 - Rosa Parks Ice Rink,2080,Parks & Recreation,REVENUE,Charges for Services,6511,Admissions,71000,3680
FY19,Public Services,Parks and Recreation,Rosa Parks Ice Rink,5080 - Rosa Parks Ice Rink,2080,Parks & Recreation,REVENUE,Charges for Services,6513,Recreation Registration Fees,1750,3681
FY19,Public Services,Parks and Recreation,Rosa Parks Ice Rink,5080 - Rosa Parks Ice Rink,2080,Parks & Recreation,REVENUE,Other Revenues,6743,Restricted Contributions,1000,3682
FY19,Public Services,Parks and Recreation,Special Events,5500 - Special Events,2080,Parks & Recreation,REVENUE,Licenses & Permits,4908,Miscellaneous Permits,62935,3683
FY19,Public Services,Parks and Recreation,Special Events,5500 - Special Events,2080,Parks & Recreation,REVENUE,Charges for Services,6332,Special Event Billings Labor,4033,3684
FY19,Public Services,Parks and Recreation,Special Events,5500 - Special Events,2080,Parks & Recreation,REVENUE,Charges for Services,6333,Special Event Services,75000,3685
FY19,Public Services,Parks and Recreation,Special Events,5500 - Special Events,2080,Parks & Recreation,REVENUE,Investment Income & Rentals,6671,Rentals-Facilities,60730,3686
FY19,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,REVENUE,Charges for Services,6171,Fire Hydrant Billings,35000,3687
FY19,Public Services,Parks and Recreation,Special Events,5500 - Special Events,2080,Parks & Recreation,REVENUE,Investment Income & Rentals,6673,Rentals-Equipment,47504,3688
FY19,Public Services,Parks and Recreation,Special Events,5500 - Special Events,2080,Parks & Recreation,REVENUE,Other Financing Sources,6991,Operating Transfers-Subsidy,287500,3689
FY19,Public Services,Streets,Local Operations,6030 - Local Operations,2041,Vital Streets-Local,REVENUE,Other Financing Sources,6995,Operating Transfers-Misc,959966,3690
FY19,Public Services,Streets,Capital Admin,9000 - Capital Admin,4090,Vital Str Cap-Non Bond,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,493008,3691
FY19,Public Services,Water,Capital Projects,9000 - Capital Projects,5915,WSS Revenue Bonds 2018,REVENUE,Other Financing Sources,6981,Proceeds from Sale of Bonds-Notes,26021000,3692
FY19,Public Services,Stormwater,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,REVENUE,Other Financing Sources,6981,Proceeds from Sale of Bonds-Notes,6399328,3693
FY19,Public Services,Environmental Services,Capital Projects,9000 - Capital Projects,5907,2018 SDS Revenue Bonds,REVENUE,Other Financing Sources,6981,Proceeds from Sale of Bonds-Notes,4800000,3694
FY19,Public Services,Water,Capital Projects,9000 - Capital Projects,5911,Water Replacement,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,11977000,3695
FY19,Public Services,Stormwater,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,826398,3696
FY19,Public Services,Parks and Recreation,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,50000,3697
FY19,Public Services,Environmental Services,Capital Projects,9000 - Capital Projects,5902,Sewer Improvement,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,20056500,3698
FY19,Public Services,Street Lighting,Capital Projects-Other,9000 - Capital Projects-Other,4010,Capital Improvement,REVENUE,Other Financing Sources,6981,Proceeds from Sale of Bonds-Notes,10000000,3699
FY19,Public Services,Traffic Safety,Signal Expansion Projects,9000 - Signal Expansion Projects,4010,Capital Improvement,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,83500,3700
FY19,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,1427720,3701
FY19,Public Services,Streets,Major Non-FAU Projects,9020 - Major Non-FAU Projects,4090,Vital Str Cap-Non Bond,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,440000,3702
FY19,Public Services,Streets,Local Projects,9030 - Local Projects,4090,Vital Str Cap-Non Bond,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,959966,3703
FY19,Public Services,Streets,Bridge Projects,9040 - Bridge Projects,4090,Vital Str Cap-Non Bond,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,70000,3704
FY19,Public Services,Streets,Traffic Safety Projects,9050 - Traffic Safety Projects,4090,Vital Str Cap-Non Bond,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,277000,3705
FY19,Treasury,Treasurer,Property Taxes,3010 - Property Taxes,1010,General Fund Operating,REVENUE,Taxes,4370,Industrial Facilities Tax,22147,3706
FY19,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,REVENUE,Fines & Forfeitures,6581,Parking Fines,350000,3707
FY19,Retirement Activities,Retiree Health Care,Retiree Health Care Ben,2000 - Retiree Health Care Ben,7372,Police Officer Retiree Health,REVENUE,Charges for Services,6352,Health Ins-Inactive,3841765,3708
FY19,Economic Development,Parking,Off Street-GR Museum,4008 - Off Street-GR Museum,5140,Parking Operating,REVENUE,Charges for Services,6521,Parking Fees-Daily,408000,3709
FY19,Economic Development,Parking,Off Street-GR Museum,4008 - Off Street-GR Museum,5140,Parking Operating,REVENUE,Charges for Services,6523,Parking Fees-Event,7500,3710
FY19,Economic Development,Parking,Off Street-GR Museum,4008 - Off Street-GR Museum,5140,Parking Operating,REVENUE,Charges for Services,6529,Parking Fees-Trans to Owner,-122400,3711
FY19,Economic Development,Parking,Off Street-McConnell Ionia,4009 - Off Street-McConnell Ionia,5140,Parking Operating,REVENUE,Charges for Services,6520,Parking Fees,25000,3712
FY19,Economic Development,Parking,Off Street-McConnell Ionia,4009 - Off Street-McConnell Ionia,5140,Parking Operating,REVENUE,Charges for Services,6521,Parking Fees-Daily,10000,3713
FY19,Economic Development,Parking,Off Street-McConnell Ionia,4009 - Off Street-McConnell Ionia,5140,Parking Operating,REVENUE,Charges for Services,6522,Parking Fees-Monthly,103200,3714
FY19,Economic Development,Parking,Off Street-McConnell Ionia,4009 - Off Street-McConnell Ionia,5140,Parking Operating,REVENUE,Charges for Services,6523,Parking Fees-Event,10000,3715
FY19,Economic Development,Parking,Off Street-McConnell Ionia,4009 - Off Street-McConnell Ionia,5140,Parking Operating,REVENUE,Charges for Services,6527,Parking Meters-Off Street,20000,3716
FY19,Economic Development,Parking,Dash Shuttle Bus Service,6000 - Dash Shuttle Bus Service,5140,Parking Operating,REVENUE,Charges for Services,6260,Service Fees-General,150000,3717
FY19,Economic Development,Parking,Capital Projects,9000 - Capital Projects,5141,Parking Capital Projects,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,6821200,3718
FY19,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,REVENUE,Licenses & Permits,4918,Utility Construction Permits,20000,3719
FY19,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,REVENUE,Licenses & Permits,4920,Temporary Occupancy Permits,235000,3720
FY19,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,REVENUE,Licenses & Permits,4922,Encroachment Permits,16000,3721
FY19,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,REVENUE,Charges for Services,6260,Service Fees-General,7500,3722
FY19,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,REVENUE,Charges for Services,6261,Administration Services,214137,3723
FY19,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,REVENUE,Charges for Services,6263,Prelim-Design-Constr Engineering,5514866,3724
FY19,Engineering,Engineering Services,Major FAU Operations,6010 - Major FAU Operations,2020,Major Streets,REVENUE,State Grants,5742,Gas-Weight Tax,6754110,3725
FY19,Engineering,Engineering Services,Major Non-FAU Operations,6020 - Major Non-FAU Operations,2020,Major Streets,REVENUE,State Grants,5742,Gas-Weight Tax,199470,3726
FY19,Engineering,Engineering Services,Local Operations,6030 - Local Operations,2030,Local Streets,REVENUE,State Grants,5742,Gas-Weight Tax,2317860,3727
FY19,Engineering,Engineering Services,Local Operations,6030 - Local Operations,2030,Local Streets,REVENUE,Other Financing Sources,6995,Operating Transfers-Misc,3411315,3728
FY19,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,REVENUE,Licenses & Permits,4796,Sidewalks-Builders License,4000,3729
FY19,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,REVENUE,Licenses & Permits,4798,Snow Plow License,7500,3730
FY19,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,REVENUE,Licenses & Permits,4930,Sidewalks-Form-Final Inspection,16000,3731
FY19,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,REVENUE,Charges for Services,6260,Service Fees-General,6500,3732
FY19,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,REVENUE,Other Revenues,6723,Interest-Penalties on Special Assessment,3000,3733
FY19,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,REVENUE,Other Financing Sources,6995,Operating Transfers-Misc,2158819,3734
FY19,Engineering,Engineering Services,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,REVENUE,Other Financing Sources,6981,Proceeds from Sale of Bonds-Notes,5000000,3735
FY19,Engineering,Engineering Services,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,4900000,3736
FY19,Engineering,Engineering Services,Capital Projects,9000 - Capital Projects,4050,Streets-Capital Projects,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,203000,3737
FY19,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,REVENUE,Charges for Services,6260,Service Fees-General,300,3738
FY19,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,REVENUE,Other Revenues,6761,Reimbursements,232661,3739
FY19,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,REVENUE,Other Financing Sources,6991,Operating Transfers-Subsidy,630935,3740
FY19,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,REVENUE,Charges for Services,6260,Service Fees-General,1733323,3741
FY19,Executive Office,Executive Office,Neighborhoods,2200 - Neighborhoods,1010,General Fund Operating,REVENUE,Other Revenues,6743,Restricted Contributions,20000,3742
FY19,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,REVENUE,Other Revenues,6761,Reimbursements,480,3743
FY19,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,REVENUE,Other Financing Sources,6991,Operating Transfers-Subsidy,75000,3744
FY19,Facilities & Fleet Management,Fleet Management,Administration,1000 - Administration,6610,Motor Equipment-Operating,REVENUE,Charges for Services,6260,Service Fees-General,850000,3745
FY19,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,REVENUE,Investment Income & Rentals,6671,Rentals-Facilities,28317,3746
FY19,Facilities & Fleet Management,Fleet Management,Administration,1000 - Administration,6610,Motor Equipment-Operating,REVENUE,Investment Income & Rentals,6673,Rentals-Equipment,7152692,3747
FY19,Facilities & Fleet Management,Fleet Management,Administration,1000 - Administration,6610,Motor Equipment-Operating,REVENUE,Investment Income & Rentals,6675,Rentals-Other,6961,3748
FY19,Facilities & Fleet Management,Fleet Management,Administration,1000 - Administration,6610,Motor Equipment-Operating,REVENUE,Other Revenues,6771,Claims-Damage-Accident Billings,150000,3749
FY19,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,REVENUE,Charges for Services,6371,Building Maint Charges to Departments,4210470,3750
FY19,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,REVENUE,Investment Income & Rentals,6671,Rentals-Facilities,197940,3751
FY19,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,REVENUE,Charges for Services,6372,Building Maint Charges to County,573027,3752
